Week,CustomerID,SKUID,SKUCODE,OrderCount,OrderFreqDays,OrderQty,OrderValue,LastDeliveryDate
19,5328916,22028,MIMEE_RC100,1,1,1,10300,2025-05-06
14,3875734,22415,MCHEF250G,1,1,1,8640,2025-04-05
19,5360168,19687,IRC180,1,1,1,13400,2025-05-09
19,5251369,21031,CWS012C,1,1,1,29800,2025-05-10
15,3870907,46311,BP001,1,1,2,2,2025-04-08
20,5244005,44792,IRC001P2,1,1,30,282000,2025-05-15
21,5186102,22018,GPSPAG500G,1,1,1,19150,2025-05-19
18,5369133,22028,MIMEE_RC100,1,1,10,103000,2025-04-30
15,4452530,44537,GINTOP55G,1,1,1,7500,2025-04-10
20,5322706,45084,HHS075IN112,1,1,2,16000,2025-05-13
13,4052946,22065,GPSPAGTINI500G,1,1,1,18845,2025-03-30
14,5155443,19687,IRC180,1,1,1,13300,2025-04-03
19,5298200,53418,VOS4596P8,1,1,2,37000,2025-05-10
20,3898607,22068,MCHEF1KG,1,1,2,16120,2025-05-14
16,5351596,45084,HHS075IN112,1,1,1,8000,2025-04-16
21,3856822,22018,GPSPAG500G,4,3,36,689400,2025-05-22
16,5226812,22026,MIMEE_RC070,1,1,5,40000,2025-04-14
15,5389206,30525,CCV45GPx96P,1,1,5,58000,2025-04-08
15,5309284,23029,GPNODGMP70G,1,1,1,7700,2025-04-11
16,3867659,19687,IRC180,1,1,2,26600,2025-04-16
17,3819058,19687,IRC180,1,1,6,79800,2025-04-22
14,3827431,22018,GPSPAG500G,1,1,3,56535,2025-04-01
14,5007773,22065,GPSPAGTINI500G,1,1,3,56535,2025-04-06
16,5324274,44794,ISP001P2,1,1,1,14600,2025-04-18
18,5346399,22026,MIMEE_RC070,1,1,5,40000,2025-05-01
16,5271528,22465,GPSGR1KG,1,1,1,18040,2025-04-14
18,5244049,22415,MCHEF250G,1,1,3,25920,2025-04-29
15,4914141,22836,ABSPAG500G,1,1,1,16303,2025-04-10
22,5255745,53418,VOS4596P8,1,1,1,18500,2025-05-26
19,3825766,23702,THRCRWNEVP150G,1,1,2,29280,2025-05-10
17,5256934,19677,IBP280,1,1,1,13600,2025-04-25
20,2421481,22298,GPNOOD70G,1,1,1,7700,2025-05-14
16,5202343,44792,IRC001P2,1,1,2,19000,2025-04-17
14,2143540,22670,MALTICAN33CL,1,1,2,24640,2025-04-04
19,5151227,22066,DANG500G,1,1,1,18425,2025-05-10
21,5341006,43225,CCB45GPx96FREE,1,1,5,58100,2025-05-23
19,5165770,44792,IRC001P2,3,3,11,104500,2025-05-09
22,1857470,45899,CPL25GX120P8,1,1,1,19500,2025-05-28
21,5305657,44794,ISP001P2,1,1,3,43800,2025-05-23
20,5335693,22018,GPSPAG500G,1,1,1,18845,2025-05-14
19,5370470,45084,HHS075IN112,1,1,5,40000,2025-05-05
18,5291907,54349,GPNODGMP70GPFO,1,1,10,81700,2025-04-30
14,5317048,53418,VOS4596P8,1,1,1,18500,2025-04-01
18,3508494,44663,CWS012APKT140,1,1,1,16500,2025-04-29
14,5174099,44794,ISP001P2,1,1,3,43800,2025-04-02
20,5267634,22026,MIMEE_RC070,1,1,10,80000,2025-05-15
16,5267995,44794,ISP001P2,1,1,8,116800,2025-04-15
17,4124258,44794,ISP001P2,2,2,9,131400,2025-04-26
17,3794735,44792,IRC001P2,1,1,1,9500,2025-04-22
16,5423244,44539,GINPJFTSM50G,1,1,2,16400,2025-04-16
14,5366677,44541,GINOPRTJF50G,1,1,20,150000,2025-03-31
16,2001811,53326,KIVO12GX220,1,1,1,15265,2025-04-17
21,5321237,22026,MIMEE_RC070,2,2,15,120000,2025-05-22
14,3856822,22026,MIMEE_RC070,1,1,5,40000,2025-04-05
15,3879574,22026,MIMEE_RC070,1,1,10,80000,2025-04-09
20,5298408,22415,MCHEF250G,1,1,1,8640,2025-05-17
21,1804372,22065,GPSPAGTINI500G,1,1,1,18845,2025-05-22
14,4137658,22018,GPSPAG500G,1,1,1,18845,2025-04-02
20,5322619,53326,KIVO12GX220,1,1,1,15115,2025-05-17
15,5301590,22462,GPJCNOOD70G,1,1,10,77000,2025-04-08
16,5205662,44794,ISP001P2,1,1,5,73000,2025-04-15
21,2703974,44792,IRC001P2,1,1,2,18800,2025-05-20
16,5327175,22018,GPSPAG500G,1,1,4,76600,2025-04-17
16,2092145,19679,IOC001,1,1,3,30900,2025-04-17
19,5357456,22100,CCV2KG,1,1,2,23000,2025-05-11
21,4017923,42507,VOS4596,1,1,2,34000,2025-05-21
22,5269024,22068,MCHEF1KG,1,1,1,8060,2025-05-26
17,5296012,45084,HHS075IN112,1,1,5,40000,2025-04-24
18,5294693,19687,IRC180,1,1,6,79800,2025-04-28
22,5226226,44659,VTCHCKTP50G,1,1,10,51200,2025-05-27
16,3882780,22298,GPNOOD70G,1,1,4,30800,2025-04-16
15,5319643,22019,GPTWST500G,1,1,5,96335,2025-04-12
15,5300175,21031,CWS012C,1,1,2,59600,2025-04-11
22,5284698,54346,GPJCNOOD70GPFO,3,2,15,116650,2025-05-27
17,5244628,21031,CWS012C,1,1,1,29800,2025-04-23
15,5257631,44794,ISP001P2,1,1,1,14600,2025-04-08
21,4595620,22026,MIMEE_RC070,1,1,10,80000,2025-05-24
19,5357492,22026,MIMEE_RC070,1,1,10,80000,2025-05-08
14,4599208,19687,IRC180,1,1,2,26600,2025-04-05
16,5294433,43238,CMS040,1,1,3,48000,2025-04-15
15,4892693,23029,GPNODGMP70G,1,1,7,53900,2025-04-08
14,5026109,44792,IRC001P2,1,1,5,47500,2025-04-04
20,5318966,44794,ISP001P2,1,1,5,72500,2025-05-16
18,4572513,54346,GPJCNOOD70GPFO,1,1,4,32680,2025-04-29
20,5277390,22026,MIMEE_RC070,1,1,5,40000,2025-05-15
19,5316260,22415,MCHEF250G,1,1,2,17280,2025-05-09
14,1834346,22026,MIMEE_RC070,1,1,10,80000,2025-04-03
17,4727530,52540,GPADBCRL45GPCHIN40GX,1,1,3,60528,2025-04-25
17,5232649,23410,DANG1KG,1,1,1,18450,2025-04-25
22,830263,42988,NASC30G120,1,1,1,18285,2025-05-28
17,5297246,23655,MKSPAG500G,1,1,5,76000,2025-04-23
15,5129354,22018,GPSPAG500G,1,1,5,89760,2025-04-13
21,5296800,22670,MALTICAN33CL,1,1,4,49200,2025-05-19
16,3879643,22026,MIMEE_RC070,1,1,5,40000,2025-04-16
18,5294637,53418,VOS4596P8,1,1,1,18500,2025-05-01
14,3961420,44659,VTCHCKTP50G,1,1,3,15840,2025-03-31
18,4214411,22026,MIMEE_RC070,3,2,31,248000,2025-05-02
14,1832558,44792,IRC001P2,1,1,1,9500,2025-03-31
17,5384461,53418,VOS4596P8,1,1,1,18500,2025-04-25
18,5271528,22415,MCHEF250G,1,1,1,8650,2025-04-29
20,4021521,22464,GPSGR500G,1,1,1,18040,2025-05-12
20,5037653,53418,VOS4596P8,1,1,4,74000,2025-05-16
20,5356746,54349,GPNODGMP70GPFO,1,1,5,39650,2025-05-15
14,5156359,22018,GPSPAG500G,1,1,1,19321,2025-04-02
22,2061662,22465,GPSGR1KG,1,1,2,36080,2025-05-29
20,5387314,22028,MIMEE_RC100,1,1,5,51500,2025-05-16
20,5370637,44386,VIVPDETPW80G,1,1,4,32880,2025-05-16
19,5370036,22415,MCHEF250G,1,1,1,8650,2025-05-05
17,5245434,43238,CMS040,1,1,2,32000,2025-04-23
16,5415541,22415,MCHEF250G,1,1,2,17280,2025-04-16
16,5171185,22026,MIMEE_RC070,1,1,4,32000,2025-04-18
16,5365495,22836,ABSPAG500G,1,1,2,32606,2025-04-18
16,5269472,22018,GPSPAG500G,1,1,5,94900,2025-04-16
17,5192970,22836,ABSPAG500G,1,1,2,32606,2025-04-23
17,1887006,43238,CMS040,1,1,1,16000,2025-04-25
14,5171592,22018,GPSPAG500G,1,1,5,93205,2025-04-03
19,5341780,54349,GPNODGMP70GPFO,1,1,1,7930,2025-05-10
18,5229451,23423,GMORN45G,1,1,1,26850,2025-04-29
14,4045105,22026,MIMEE_RC070,1,1,10,80000,2025-04-04
15,5072466,19677,IBP280,1,1,1,13600,2025-04-11
16,4021600,30432,CWBL12GX200,1,1,1,22000,2025-04-18
15,4518095,44794,ISP001P2,1,1,3,43800,2025-04-08
19,5151227,22026,MIMEE_RC070,1,1,32,256000,2025-05-07
18,5440983,19864,PCISA100,1,1,1,46200,2025-05-01
18,3820953,22462,GPJCNOOD70G,1,1,5,38500,2025-04-29
15,4054245,44521,VTTPMX50G,1,1,3,16500,2025-04-11
17,4635245,19679,IOC001,1,1,3,30900,2025-04-25
16,5262980,22026,MIMEE_RC070,1,1,1,8000,2025-04-14
16,4030429,23703,PFILLEVAP150G,1,1,1,14635,2025-04-17
21,5092289,42957,MPRSPG500G,1,1,2,34180,2025-05-24
21,5398233,44792,IRC001P2,1,1,3,28200,2025-05-24
14,5367517,22067,MCHEF500G,1,1,1,8320,2025-04-03
21,4997565,44794,ISP001P2,1,1,2,29200,2025-05-22
20,5304087,22016,DANG250G,1,1,1,18425,2025-05-18
14,5157045,44794,ISP001P2,1,1,3,43800,2025-04-05
21,5318962,19679,IOC001,1,1,3,30900,2025-05-23
21,830263,45084,HHS075IN112,1,1,5,40000,2025-05-24
20,4916151,22018,GPSPAG500G,1,1,1,18845,2025-05-15
15,5422618,22018,GPSPAG500G,1,1,2,37800,2025-04-11
18,5374232,23410,DANG1KG,1,1,1,18425,2025-04-29
19,3864399,44792,IRC001P2,1,1,10,95000,2025-05-07
14,5228866,22065,GPSPAGTINI500G,1,1,1,18845,2025-04-05
14,3800833,53418,VOS4596P8,1,1,1,18500,2025-04-03
15,5269024,19687,IRC180,2,2,3,40200,2025-04-11
22,5303801,22068,MCHEF1KG,1,1,5,40500,2025-05-27
15,5362898,22462,GPJCNOOD70G,1,1,7,53900,2025-04-08
17,5291792,44794,ISP001P2,1,1,2,29200,2025-04-25
13,5171807,22068,MCHEF1KG,1,1,1,8060,2025-03-30
15,5151227,44792,IRC001P2,2,2,15,142500,2025-04-13
15,5273628,22018,GPSPAG500G,1,1,3,53856,2025-04-08
19,2860084,44794,ISP001P2,1,1,2,29400,2025-05-09
16,5129363,22028,MIMEE_RC100,1,1,4,41200,2025-04-15
14,1834031,22016,DANG250G,1,1,1,18450,2025-04-05
20,5339242,44384,VIVPDETPW170G,1,1,4,34960,2025-05-15
18,5351289,22028,MIMEE_RC100,1,1,1,10300,2025-05-01
20,5245153,44794,ISP001P2,1,1,4,58000,2025-05-18
14,5324860,53418,VOS4596P8,1,1,1,18500,2025-04-03
14,5340030,44792,IRC001P2,1,1,2,19000,2025-04-04
14,5332787,22427,BETAMLTCAN330ML,1,1,5,56350,2025-04-04
19,1806621,44794,ISP001P2,1,1,1,14600,2025-05-08
21,3909443,22067,MCHEF500G,1,1,1,8350,2025-05-23
14,1905994,23410,DANG1KG,1,1,1,18425,2025-04-04
17,5001677,22028,MIMEE_RC100,1,1,3,30900,2025-04-24
20,5327175,54346,GPJCNOOD70GPFO,2,2,5,39650,2025-05-16
16,5298650,44794,ISP001P2,1,1,3,43800,2025-04-17
20,4475813,22415,MCHEF250G,1,1,1,8650,2025-05-18
20,4807387,44521,VTTPMX50G,1,1,10,52700,2025-05-15
20,4269446,22836,ABSPAG500G,1,1,5,82125,2025-05-15
20,4255285,22466,GPSPRD15G,1,1,2,23380,2025-05-16
15,5153664,22408,GPELBWMAC500G,1,1,1,18935,2025-04-10
16,4400274,53418,VOS4596P8,1,1,5,92500,2025-04-14
20,2126076,54471,GPNOOD70GPFO,1,1,1,7930,2025-05-13
15,2902985,44792,IRC001P2,1,1,5,47500,2025-04-09
18,5194351,22065,GPSPAGTINI500G,1,1,5,94225,2025-04-30
18,5304774,22026,MIMEE_RC070,1,1,25,200000,2025-04-29
14,4196763,30435,MIKSI12GX200,1,1,1,23160,2025-04-01
14,5137283,46311,BP001,1,1,1,1,2025-04-05
19,4728127,44792,IRC001P2,1,1,10,95000,2025-05-08
17,3439205,31107,GIFTBAG1,2,2,2,3000,2025-04-27
15,2043191,44400,CWS320,1,1,2,65600,2025-04-09
15,5229237,44792,IRC001P2,1,1,1,9500,2025-04-10
16,5315789,45860,LAZOILSAC45ML,1,1,2,27600,2025-04-17
18,5309566,44794,ISP001P2,1,1,3,43800,2025-04-29
18,1826681,22026,MIMEE_RC070,1,1,3,24000,2025-04-30
22,5324189,53418,VOS4596P8,1,1,1,18500,2025-05-28
19,5157389,44792,IRC001P2,2,2,16,152000,2025-05-09
21,4174946,22018,GPSPAG500G,1,1,2,37690,2025-05-23
21,5088008,22068,MCHEF1KG,1,1,1,8100,2025-05-24
16,5356635,22018,GPSPAG500G,1,1,4,76600,2025-04-14
19,5319057,46311,BP001,1,1,1,1,2025-05-08
22,2107914,44794,ISP001P2,1,1,7,102200,2025-05-28
16,3926442,22028,MIMEE_RC100,1,1,1,10300,2025-04-15
20,5232296,44792,IRC001P2,1,1,3,28500,2025-05-12
22,4549012,22028,MIMEE_RC100,1,1,2,20600,2025-05-27
16,4132311,19687,IRC180,1,1,2,26600,2025-04-16
18,5277809,22473,HWSEMO1KG,1,1,2,31560,2025-04-29
16,5131274,22018,GPSPAG500G,1,1,4,75920,2025-04-14
21,5342039,53418,VOS4596P8,1,1,5,92500,2025-05-23
16,1832558,22026,MIMEE_RC070,1,1,3,24000,2025-04-15
18,5326856,22028,MIMEE_RC100,1,1,6,61800,2025-04-29
14,1873014,19687,IRC180,1,1,1,13300,2025-04-01
18,3831259,22299,GPSEMO500G,1,1,1,14700,2025-05-02
19,5322545,22026,MIMEE_RC070,1,1,4,32000,2025-05-10
14,4295418,45084,HHS075IN112,1,1,1,8000,2025-04-04
15,3967137,53326,KIVO12GX220,1,1,1,15265,2025-04-07
14,4335334,22028,MIMEE_RC100,1,1,1,10300,2025-04-05
18,5370737,44792,IRC001P2,1,1,1,9500,2025-04-30
19,3971624,45084,HHS075IN112,1,1,3,24000,2025-05-07
21,3040765,22018,GPSPAG500G,1,1,3,56535,2025-05-21
21,3967137,54346,GPJCNOOD70GPFO,1,1,10,79300,2025-05-20
14,4844907,30791,VOS11040,1,1,1,18800,2025-04-03
15,5177964,22026,MIMEE_RC070,1,1,1,8000,2025-04-12
20,5259928,23655,MKSPAG500G,1,1,3,45600,2025-05-16
15,4634834,22018,GPSPAG500G,1,1,1,18845,2025-04-07
21,3794463,22065,GPSPAGTINI500G,1,1,1,18845,2025-05-23
19,5299287,19687,IRC180,1,1,4,53200,2025-05-07
15,5279561,45084,HHS075IN112,2,2,2,16000,2025-04-13
17,2081492,22065,GPSPAGTINI500G,1,1,1,18845,2025-04-25
20,5319057,45899,CPL25GX120P8,1,1,10,198500,2025-05-14
18,3890193,22028,MIMEE_RC100,1,1,6,61800,2025-04-28
22,5218847,44794,ISP001P2,1,1,2,29200,2025-05-27
19,5437460,22016,DANG250G,1,1,1,18500,2025-05-09
20,3857842,22415,MCHEF250G,1,1,2,17280,2025-05-13
16,5329867,53418,VOS4596P8,1,1,2,37000,2025-04-17
17,5438453,22026,MIMEE_RC070,3,2,75,600000,2025-04-26
18,4132311,23655,MKSPAG500G,1,1,4,60800,2025-05-03
20,5177799,22415,MCHEF250G,1,1,1,8640,2025-05-13
16,5319314,22670,MALTICAN33CL,1,1,2,24700,2025-04-17
21,3789514,19687,IRC180,1,1,5,66500,2025-05-22
16,4277100,21031,CWS012C,1,1,1,29800,2025-04-14
18,5350360,44794,ISP001P2,1,1,5,73000,2025-04-28
20,5309255,22068,MCHEF1KG,1,1,1,8100,2025-05-16
20,5228978,19687,IRC180,1,1,2,26400,2025-05-17
20,5388569,22018,GPSPAG500G,1,1,5,96250,2025-05-17
20,3859492,30435,MIKSI12GX200,1,1,1,23160,2025-05-17
14,5165909,22018,GPSPAG500G,1,1,2,37690,2025-04-04
19,3921605,44794,ISP001P2,1,1,1,14600,2025-05-08
19,5356816,44792,IRC001P2,1,1,10,95000,2025-05-08
22,3078080,54304,IRC001P2HW,1,1,4,38000,2025-05-27
14,3906738,22026,MIMEE_RC070,1,1,2,16000,2025-04-04
16,1822148,22415,MCHEF250G,1,1,2,17300,2025-04-19
19,3880524,44794,ISP001P2,1,1,2,29400,2025-05-07
17,5274039,22026,MIMEE_RC070,1,1,10,80000,2025-04-25
17,5372576,44723,TATOM55G,1,1,1,8220,2025-04-22
17,5175685,22028,MIMEE_RC100,1,1,3,30900,2025-04-23
22,4744333,54349,GPNODGMP70GPFO,1,1,5,38500,2025-05-27
19,5349953,45860,LAZOILSAC45ML,1,1,1,13800,2025-05-07
14,5116033,22028,MIMEE_RC100,2,2,15,154500,2025-04-02
21,5149948,44792,IRC001P2,1,1,5,47000,2025-05-23
19,5324427,22019,GPTWST500G,1,1,1,18945,2025-05-06
22,5316943,22067,MCHEF500G,1,1,2,16700,2025-05-28
22,5234113,22028,MIMEE_RC100,2,2,2,20600,2025-05-29
18,5258797,22065,GPSPAGTINI500G,1,1,1,18845,2025-04-30
16,5149948,45899,CPL25GX120P8,1,1,2,39400,2025-04-20
15,5376420,22462,GPJCNOOD70G,1,1,15,115500,2025-04-07
18,5320162,22415,MCHEF250G,1,1,1,8650,2025-05-02
14,5239266,44794,ISP001P2,1,1,2,29200,2025-04-02
14,5409544,22065,GPSPAGTINI500G,1,1,1,18845,2025-04-05
15,5297382,22018,GPSPAG500G,1,1,1,19150,2025-04-09
19,5255107,22018,GPSPAG500G,1,1,2,38300,2025-05-06
18,4500919,44794,ISP001P2,1,1,4,58400,2025-05-02
19,5316756,25457,MILSACH20GX200,1,1,2,68000,2025-05-10
14,5223685,22836,ABSPAG500G,1,1,3,48909,2025-04-05
14,5208620,44794,ISP001P2,1,1,1,14700,2025-04-01
16,5177445,22018,GPSPAG500G,1,1,2,38300,2025-04-17
22,5378300,22068,MCHEF1KG,1,1,1,8060,2025-05-27
14,5369134,22018,GPSPAG500G,1,1,5,94225,2025-03-31
16,3834374,22026,MIMEE_RC070,1,1,5,40000,2025-04-20
19,5243219,22028,MIMEE_RC100,4,3,92,947600,2025-05-11
21,3483034,22026,MIMEE_RC070,1,1,15,120000,2025-05-19
18,1734687,45661,GPSEMO25kG,1,1,5,35000,2025-04-30
14,5362360,37700,GPADBCRL45G,1,1,3,51900,2025-04-04
14,5238891,22026,MIMEE_RC070,1,1,5,40000,2025-04-02
20,5361231,22028,MIMEE_RC100,2,2,30,309000,2025-05-16
19,3807586,44794,ISP001P2,1,1,1,14600,2025-05-08
21,5275893,44792,IRC001P2,2,2,13,122200,2025-05-22
15,5128037,53418,VOS4596P8,1,1,1,18500,2025-04-09
19,5380345,22018,GPSPAG500G,1,1,3,56535,2025-05-09
22,5254541,45860,LAZOILSAC45ML,1,1,2,27000,2025-05-27
15,5299354,22016,DANG250G,1,1,1,17500,2025-04-13
22,5203211,44659,VTCHCKTP50G,2,1,6,30720,2025-05-27
21,5433900,54304,IRC001P2HW,1,1,50,475000,2025-05-21
22,5309987,23703,PFILLEVAP150G,1,1,1,14640,2025-05-27
21,4019438,22026,MIMEE_RC070,1,1,20,160000,2025-05-19
18,5232152,44792,IRC001P2,1,1,10,95000,2025-05-04
20,4440630,22028,MIMEE_RC100,1,1,20,206000,2025-05-15
18,5228866,22018,GPSPAG500G,1,1,3,56535,2025-05-01
17,4052946,30291,INO70,3,2,4,38000,2025-04-25
20,5357113,53418,VOS4596P8,1,1,1,18500,2025-05-16
15,1976971,22018,GPSPAG500G,1,1,2,37690,2025-04-09
19,5317082,44794,ISP001P2,2,2,9,132300,2025-05-09
18,5169469,44794,ISP001P2,2,2,7,102200,2025-05-03
15,5256784,22298,GPNOOD70G,1,1,150,1155000,2025-04-11
15,5026037,19679,IOC001,1,1,1,10300,2025-04-11
15,5310077,22836,ABSPAG500G,1,1,5,78949.5,2025-04-10
16,5329867,22300,GPSEMO1KG,1,1,1,15780,2025-04-17
19,5327047,19687,IRC180,1,1,3,40200,2025-05-05
17,5371071,22670,MALTICAN33CL,1,1,2,24600,2025-04-23
16,4177583,19677,IBP280,1,1,1,13600,2025-04-17
14,5290717,42473,GGO40X100,1,1,1,15800,2025-04-04
18,5293335,53418,VOS4596P8,1,1,2,37000,2025-04-28
14,5367964,22018,GPSPAG500G,1,1,5,93205,2025-04-03
21,5376308,22018,GPSPAG500G,1,1,4,76960,2025-05-23
14,5369639,22026,MIMEE_RC070,2,2,12,96000,2025-04-01
22,5208620,22068,MCHEF1KG,1,1,3,24180,2025-05-27
19,2001811,22470,GPGRR1KG,1,1,1,16500,2025-05-06
17,3304778,22026,MIMEE_RC070,2,1,7,56000,2025-04-23
19,2891320,23410,DANG1KG,1,1,1,18425,2025-05-10
16,2974182,22473,HWSEMO1KG,1,1,1,15780,2025-04-18
17,4737274,22028,MIMEE_RC100,1,1,3,30900,2025-04-23
16,5186977,22026,MIMEE_RC070,1,1,5,40000,2025-04-15
15,4223802,46311,BP001,1,1,1,1,2025-04-08
21,4093659,19687,IRC180,1,1,5,66000,2025-05-21
22,1837682,22065,GPSPAGTINI500G,1,1,2,37690,2025-05-29
21,5290766,44794,ISP001P2,1,1,1,14600,2025-05-24
19,5150417,22415,MCHEF250G,1,1,5,43250,2025-05-07
19,4685165,22026,MIMEE_RC070,1,1,2,16000,2025-05-08
17,5346282,21031,CWS012C,1,1,3,89400,2025-04-26
18,4188859,19677,IBP280,1,1,5,68000,2025-05-03
19,5347598,43238,CMS040,1,1,2,32000,2025-05-08
13,4595620,44384,VIVPDETPW170G,2,1,21,183750,2025-03-30
16,1830959,21031,CWS012C,1,1,2,59600,2025-04-17
19,3880516,44659,VTCHCKTP50G,1,1,3,15360,2025-05-07
14,5360768,44521,VTTPMX50G,1,1,15,82500,2025-04-02
20,5447274,22018,GPSPAG500G,1,1,3,57750,2025-05-17
15,3894799,46311,BP001,1,1,3,3,2025-04-09
22,4490118,44521,VTTPMX50G,1,1,2,10540,2025-05-26
17,3907639,21031,CWS012C,1,1,1,29800,2025-04-25
20,1750568,22026,MIMEE_RC070,2,2,3,24000,2025-05-18
17,2097261,44794,ISP001P2,1,1,1,14600,2025-04-23
14,1742550,22026,MIMEE_RC070,3,2,21,168000,2025-04-05
16,1746988,44521,VTTPMX50G,1,1,1,5616,2025-04-18
20,5326042,30291,INO70,2,2,3,28500,2025-05-17
16,5162035,45084,HHS075IN112,1,1,1,8000,2025-04-14
21,4019251,22018,GPSPAG500G,1,1,5,95750,2025-05-19
22,5175204,22065,GPSPAGTINI500G,1,1,5,94225,2025-05-27
15,3858487,22427,BETAMLTCAN330ML,1,1,5,56350,2025-04-08
22,5293152,43238,CMS040,1,1,1,16000,2025-05-29
16,5341276,22016,DANG250G,1,1,1,18450,2025-04-16
22,1834031,22016,DANG250G,1,1,1,18425,2025-05-27
16,4093840,22018,GPSPAG500G,1,1,10,191500,2025-04-17
19,5357398,30432,CWBL12GX200,1,1,2,44000,2025-05-05
17,3980302,22067,MCHEF500G,1,1,1,8350,2025-04-25
14,5328693,44384,VIVPDETPW170G,1,1,5,43750,2025-04-05
18,5418656,44794,ISP001P2,1,1,3,44100,2025-05-02
17,5320865,22299,GPSEMO500G,1,1,1,15835,2025-04-24
22,5209862,54346,GPJCNOOD70GPFO,1,1,1,7700,2025-05-27
14,5134845,19679,IOC001,1,1,2,20600,2025-04-05
19,4009562,44711,SONTOMSAC55G,1,1,1,7475,2025-05-10
14,5224752,22018,GPSPAG500G,1,1,3,57963,2025-03-31
21,5172392,45084,HHS075IN112,1,1,5,40000,2025-05-24
18,5225593,19677,IBP280,1,1,2,27200,2025-04-28
17,5284895,22028,MIMEE_RC100,1,1,6,61800,2025-04-24
21,5131199,44659,VTCHCKTP50G,1,1,1,5120,2025-05-19
19,5246180,54349,GPNODGMP70GPFO,2,2,8,65360,2025-05-07
17,1812630,22026,MIMEE_RC070,1,1,5,40000,2025-04-26
15,2259286,46311,BP001,1,1,1,1,2025-04-09
15,4461847,21031,CWS012C,1,1,1,29800,2025-04-13
19,5318340,23058,CCOKE60CL,1,1,2,9060,2025-05-07
14,4336124,43238,CMS040,2,2,6,96000,2025-04-04
20,5142252,42988,NASC30G120,1,1,1,18285,2025-05-14
21,4529398,25457,MILSACH20GX200,1,1,1,34000,2025-05-20
18,5238071,44757,SONPOS50G,1,1,2,14600,2025-04-29
14,5298079,22018,GPSPAG500G,1,1,4,74564,2025-03-31
15,5277910,22028,MIMEE_RC100,4,2,11,113300,2025-04-10
15,5078985,22028,MIMEE_RC100,1,1,3,30900,2025-04-13
20,5435502,23702,THRCRWNEVP150G,1,1,1,14635,2025-05-13
17,5327961,44794,ISP001P2,1,1,2,29200,2025-04-27
17,5226840,44794,ISP001P2,1,1,4,58400,2025-04-25
15,3033851,19677,IBP280,1,1,1,13600,2025-04-09
18,5421136,22018,GPSPAG500G,1,1,20,378000,2025-05-01
21,5233536,25457,MILSACH20GX200,1,1,1,34000,2025-05-21
14,5413866,53421,VOS11040P3,1,1,1,18800,2025-04-03
18,5413732,19687,IRC180,1,1,1,13400,2025-04-30
21,5275994,23143,FANT60CL,1,1,2,9060,2025-05-20
19,5359313,22026,MIMEE_RC070,1,1,5,40000,2025-05-08
14,4311093,52542,GPADBCRL45GPYV45gX4S,1,1,1,20430,2025-04-04
18,5279619,19677,IBP280,1,1,1,13600,2025-04-29
22,5127004,22415,MCHEF250G,1,1,3,25920,2025-05-28
22,5282858,22067,MCHEF500G,1,1,2,16640,2025-05-29
16,4432659,22026,MIMEE_RC070,1,1,10,80000,2025-04-18
18,1883401,22067,MCHEF500G,1,1,2,16700,2025-04-28
20,5385436,22026,MIMEE_RC070,1,1,10,80000,2025-05-15
22,5235429,54346,GPJCNOOD70GPFO,1,1,5,38500,2025-05-28
22,5317572,22018,GPSPAG500G,1,1,4,76600,2025-05-29
14,4525429,44659,VTCHCKTP50G,1,1,2,10560,2025-04-03
18,5301630,22028,MIMEE_RC100,2,1,60,618000,2025-05-04
14,5209461,45084,HHS075IN112,1,1,2,16000,2025-04-04
16,1746988,19679,IOC001,1,1,2,20600,2025-04-17
14,5414119,22415,MCHEF250G,2,2,3,25920,2025-04-04
17,4124336,22028,MIMEE_RC100,1,1,1,10300,2025-04-25
20,5306061,22018,GPSPAG500G,1,1,1,18641,2025-05-13
21,5296020,45084,HHS075IN112,1,1,4,32000,2025-05-20
14,5334944,42855,HWSEMO4.75KG,1,1,1,7200,2025-04-04
18,4019511,54346,GPJCNOOD70GPFO,1,1,5,40850,2025-05-03
20,5268419,44386,VIVPDETPW80G,1,1,2,16440,2025-05-16
19,3078207,23410,DANG1KG,1,1,1,18425,2025-05-11
19,5230045,22026,MIMEE_RC070,1,1,5,40000,2025-05-07
21,3857758,54304,IRC001P2HW,1,1,5,47500,2025-05-21
13,3892731,22837,ABSLMSPAG500G,1,1,2,30800,2025-03-30
17,4557610,19681,IOC180,1,1,2,37000,2025-04-24
16,5309455,19677,IBP280,1,1,4,54400,2025-04-16
20,5356324,23655,MKSPAG500G,1,1,3,45600,2025-05-16
15,5144717,46311,BP001,1,1,2,2,2025-04-07
20,5325444,21031,CWS012C,1,1,3,89400,2025-05-14
15,1931705,22026,MIMEE_RC070,1,1,5,40000,2025-04-08
17,3980302,22018,GPSPAG500G,2,2,3,56535,2025-04-25
21,5149053,22466,GPSPRD15G,1,1,1,11690,2025-05-22
21,5309367,54349,GPNODGMP70GPFO,1,1,3,23790,2025-05-22
21,5275893,44541,GINOPRTJF50G,1,1,1,8640,2025-05-20
20,5299917,45084,HHS075IN112,1,1,1,8000,2025-05-16
14,2279463,44792,IRC001P2,1,1,2,19000,2025-04-01
17,3781674,19687,IRC180,1,1,1,13300,2025-04-23
14,3802715,22065,GPSPAGTINI500G,1,1,1,18845,2025-04-04
14,5315777,22462,GPJCNOOD70G,1,1,5,38500,2025-04-01
